Order ID,Customer ID,Product ID,date_id,Sales,Quantity,Discount,Profit,Shipping Cost,Order Priority
CA-2012-114811,KD-16495,TEC-MA-10000045,656,4643.8,4,0.0,2229.024,607.34,Medium
IT-2013-3376681,KC-16675,TEC-PH-10002565,948,1502.01,9,0.0,225.18,600.21,Critical
CA-2013-143805,JD-15895,OFF-AP-10002945,1040,2104.55,7,0.0,694.5015,594.02,Critical
UP-2011-8610,DW-3480,FUR-CHR-10001018,300,1858.68,4,0.0,130.08,590.56,Critical
IN-2013-40050,AS-10225,FUR-CH-10003232,863,3298.26,7,0.0,1055.25,589.36,High
MX-2011-110275,ST-20530,OFF-AP-10001630,313,2443.48,13,0.0,121.94,589.29,Medium
CG-2013-6110,BW-1065,FUR-HAR-10002873,795,3808.8,8,0.0,1523.52,588.13,High
ES-2012-2058076,AB-10150,TEC-PH-10004505,607,3441.69,6,0.1,38.07,585.25,High
CA-2012-145352,CM-12385,OFF-BI-10003527,423,6354.95,5,0.0,3177.475,581.12,Medium
ES-2013-4670866,BE-11410,TEC-CO-10002269,1032,1487.4,10,0.0,728.7,580.98,Critical
IN-2011-62506,SZ-20035,TEC-CO-10002526,300,3200.04,9,0.0,1183.95,576.71,Medium
IN-2011-46413,RM-19375,FUR-CH-10000602,288,2301.0,5,0.0,91.95,573.27,Critical
ES-2013-1434123,JB-16000,TEC-PH-10004327,738,3219.9,5,0.0,965.85,564.25,Low
ID-2012-78207,AM-10705,OFF-AP-10001621,605,2487.8088,6,0.17,-269.7912,562.14,Critical
MO-2013-8630,AB-255,OFF-HOO-10001881,1031,2266.44,4,0.0,113.28,556.45,Medium
IN-2012-64774,RP-19270,TEC-CO-10001954,509,3068.361,9,0.1,1124.901,555.77,High
IN-2013-48765,BK-11260,FUR-BO-10003282,1006,3728.43,9,0.0,1192.86,553.31,Medium
IN-2013-69730,JM-15250,TEC-CO-10003102,1050,1581.48,6,0.0,0.0,550.74,High
IN-2012-48240,GP-14740,TEC-PH-10004664,490,1916.73,3,0.0,498.33,548.4,Critical
US-2013-102239,LW-16990,FUR-TA-10003392,831,1685.88,6,0.0,320.3172,548.08,Critical
ES-2013-3467296,NZ-18565,OFF-AP-10002552,1040,2432.16,5,0.1,513.36,546.9,Critical
ID-2013-25742,SC-20695,FUR-CH-10001415,737,2465.82,7,0.25,197.19,546.49,High
IN-2012-86698,NC-18625,FUR-TA-10003627,472,1847.52,2,0.0,738.96,545.89,High
ES-2013-2903666,NF-18385,FUR-BO-10001133,1035,2899.89,7,0.0,927.78,541.59,High
IN-2012-30446,NZ-18565,FUR-CH-10000027,676,2891.7,7,0.1,96.39,541.57,Medium
IT-2012-1779015,PM-18940,TEC-MA-10003515,616,2016.846,9,0.15,-0.054,540.77,Critical
ES-2013-3903130,MZ-17335,OFF-AP-10002904,951,3155.544,7,0.1,34.944,539.94,High
CG-2013-3470,HM-4980,TEC-MOT-10003348,912,3856.14,6,0.0,1465.2,533.99,Low
ES-2012-2510515,LH-17155,TEC-PH-10002898,515,2167.296,4,0.15,790.416,531.09,High
MX-2012-153157,FH-14365,TEC-PH-10004196,628,2556.0,6,0.0,178.92,530.49,Medium
ES-2011-2585328,KM-16660,TEC-CO-10001633,212,1469.25,5,0.0,308.4,527.87,Critical
ES-2011-4500805,PO-18865,TEC-PH-10002623,296,4448.832,8,0.15,1517.712,527.85,High
MX-2013-113824,AB-10060,FUR-BO-10001498,822,2472.66,9,0.0,914.76,523.47,High
IN-2013-45076,DB-13060,OFF-AP-10003598,1064,3739.176,8,0.1,747.816,522.79,High
IT-2013-5208514,VM-21685,FUR-CH-10001582,779,2570.865,11,0.5,-2211.165,520.89,High
US-2013-107440,BS-11365,TEC-MA-10001047,814,9099.93,7,0.0,2365.9818,516.91,Medium
ES-2012-2314672,DM-13525,TEC-PH-10000505,441,2875.77,9,0.5,-1783.08,516.63,High
ES-2012-4765389,NM-18520,FUR-BO-10002003,704,1741.8,4,0.0,261.24,515.24,Critical
IN-2013-15368,LC-16885,TEC-CO-10001775,815,1601.64,5,0.1,587.19,511.47,Critical
IN-2011-18385,RO-19780,OFF-AP-10000647,138,3670.8,7,0.0,367.08,510.72,High
CA-2012-149846,SB-20185,TEC-MA-10004002,487,2973.32,7,0.2,334.4985,510.18,High
ES-2013-2757712,EM-14065,TEC-CO-10001926,841,1900.95,5,0.0,589.2,506.89,High
CA-2011-106726,RS-19765,OFF-ST-10001496,327,1261.33,7,0.0,327.9458,506.49,Critical
IT-2011-1978668,ON-18715,FUR-CH-10002203,47,4544.1,11,0.1,1868.13,506.27,Medium
IN-2013-63773,VS-21820,FUR-BO-10001934,856,1455.12,4,0.0,116.4,504.56,Critical
IN-2013-10965,CM-12115,TEC-CO-10000562,979,1943.19,6,0.1,258.93,499.62,High
CA-2011-145541,TB-21400,TEC-MA-10001127,335,6999.96,4,0.0,2239.9872,499.55,Medium
CA-2013-117121,AB-10105,OFF-BI-10000545,1056,9892.74,13,0.0,4946.37,498.7,Medium
ID-2013-79432,JK-15325,TEC-CO-10002035,1049,1695.87,5,0.1,-37.83,498.62,Critical
CA-2011-136567,PS-19045,FUR-TA-10001932,340,2244.48,7,0.0,493.7856,498.14,High
CA-2013-143714,CC-12370,TEC-CO-10004722,849,8399.976,4,0.4,1119.9968,498.08,Medium
CA-2011-151330,TC-21295,FUR-CH-10000749,275,1628.82,9,0.0,260.6112,496.46,Critical
IN-2013-30663,SV-20815,TEC-CO-10004535,1033,1590.6,5,0.0,572.55,493.2,Critical
IN-2013-77444,MM-17920,TEC-AC-10000420,1015,2330.64,9,0.0,1025.46,492.79,Critical
ID-2012-60980,EM-14200,TEC-PH-10001670,572,3741.5238,7,0.17,946.6338,491.91,High
CA-2013-128594,DJ-13510,FUR-CH-10001215,944,1603.136,4,0.2,100.196,489.6,Critical
IN-2012-57025,PM-18940,FUR-BO-10004679,361,3637.602,10,0.07,156.402,487.86,High
MX-2013-157868,AT-10435,OFF-AP-10001776,737,2455.88,7,0.0,785.82,487.48,Medium
ID-2012-66111,AB-10015,TEC-MA-10003704,510,1024.68,8,0.5,-286.92,487.32,Critical
CA-2011-120474,RP-19390,FUR-CH-10001854,322,2807.84,8,0.0,673.8816,487.15,High
CA-2013-100300,MJ-17740,TEC-MA-10000984,881,4476.8,4,0.2,503.64,485.47,High
MX-2012-164791,PV-18985,TEC-AC-10000376,684,2297.96,14,0.0,988.12,483.26,High
IT-2013-1350483,SB-20290,TEC-CO-10003800,953,2671.41,7,0.0,534.24,483.04,High
IN-2012-30943,KH-16330,OFF-AP-10002312,559,3501.7368,8,0.17,210.8568,479.96,High
IN-2012-46889,LH-17020,TEC-CO-10000865,642,1583.7,5,0.0,174.15,479.67,Critical
CA-2012-114069,ND-18370,FUR-CH-10000595,539,1931.04,9,0.1,321.84,477.15,Critical
ID-2013-35640,CR-12625,FUR-BO-10000288,944,2760.345,7,0.1,-214.725,475.34,High
IN-2011-30292,NC-18625,TEC-AC-10000866,127,3078.72,12,0.0,523.08,474.44,High
IT-2011-3675195,GM-14680,OFF-AP-10001623,294,1983.135,7,0.5,-1784.895,473.27,High
ES-2011-1426891,DB-13060,TEC-CO-10004365,251,3616.5,10,0.0,36.0,471.92,Critical
IN-2013-14773,RF-19735,TEC-PH-10000499,777,2892.105,5,0.1,160.605,470.29,High
ES-2012-4934238,JH-15820,TEC-PH-10000800,382,3263.4,5,0.0,848.4,469.29,High
CA-2013-108987,AG-10675,FUR-BO-10004834,957,2396.2656,4,0.32,-317.1528,469.16,Critical
US-2013-143819,KD-16270,TEC-MA-10003979,768,4899.93,7,0.0,2400.9657,466.33,Medium
IN-2013-17041,SO-20335,OFF-AP-10002090,980,3000.78,6,0.0,1080.18,465.63,High
ES-2013-4679331,DK-12835,OFF-AP-10002330,721,3801.63,7,0.0,1444.59,465.02,Medium
IN-2011-10286,PB-19210,FUR-TA-10002153,338,1356.03,3,0.0,311.85,458.97,Critical
CA-2013-134887,TB-21280,TEC-AC-10003832,792,1287.45,5,0.0,244.6155,457.14,Critical
ID-2013-70122,AD-10180,FUR-CH-10002061,867,3126.4002,9,0.27,-128.7198,455.71,High
ES-2011-2257437,BP-11155,TEC-PH-10002759,213,5276.988,9,0.1,1758.888,454.81,Medium
ID-2013-29564,RL-19615,FUR-BO-10001934,711,1637.01,5,0.1,-36.39,452.28,Medium
CA-2013-108196,CS-12505,TEC-MA-10000418,1034,4499.985,5,0.7,-6599.978,451.63,Low
ID-2012-36403,SW-20245,TEC-PH-10001699,627,2645.376,5,0.17,-0.024,451.03,High
IN-2011-19351,BW-11110,FUR-TA-10001889,161,3238.305,5,0.3,-740.295,449.18,High
MX-2011-137897,JM-15580,TEC-PH-10000018,131,2124.5,5,0.0,488.6,447.66,High
ES-2013-2220066,JF-15295,TEC-AC-10001949,990,1549.98,6,0.0,139.32,443.92,Critical
CA-2011-127299,JL-15835,TEC-MA-10001127,250,2624.985,3,0.5,-944.9946,443.69,High
IT-2011-5629016,TC-21295,FUR-TA-10000347,143,2228.6355,7,0.35,-754.4145,440.25,Critical
IN-2012-23782,NC-18340,FUR-TA-10003596,704,1788.822,6,0.3,204.282,439.03,Critical
ID-2013-31720,JS-16030,FUR-TA-10003179,826,1242.585,5,0.47,-140.715,437.85,Critical
ES-2011-1712442,AM-10360,TEC-PH-10001396,218,4453.05,7,0.0,1424.85,433.41,Medium
IN-2013-37803,AB-10015,FUR-CH-10003581,881,2046.195,5,0.1,591.045,432.15,High
ES-2013-3939561,JG-15160,FUR-TA-10000184,730,5451.3,6,0.0,2071.44,432.13,Medium
CA-2013-138478,DP-13390,OFF-BI-10001120,1000,4535.976,3,0.2,1644.2913,431.68,Medium
US-2013-116729,GK-14620,TEC-PH-10002200,1064,2575.944,7,0.2,257.5944,429.66,Medium
CA-2011-119375,YC-21895,OFF-ST-10002011,308,2934.33,7,0.0,792.2691,428.8,High
IN-2011-64326,DR-12940,OFF-AP-10003917,151,4624.29,9,0.1,1644.03,427.46,Medium
ES-2011-3259196,NB-18655,OFF-ST-10002900,274,1066.446,6,0.1,-11.934,427.24,Critical
IN-2013-48184,NM-18445,TEC-CO-10003819,866,957.6,4,0.0,0.0,427.1,Critical
SF-2011-6380,PA-9060,OFF-SME-10000746,46,2784.6,14,0.0,779.52,422.25,Critical
ES-2013-1692384,RB-19570,FUR-BO-10004999,1036,3063.27,7,0.0,1470.21,419.38,Low
CA-2013-168354,RH-19510,OFF-ST-10001490,968,1606.23,9,0.0,481.869,418.26,High
US-2011-158554,LH-16750,TEC-PH-10004196,212,2044.8,6,0.2,-332.28,417.99,High
CA-2011-141796,JG-15160,TEC-PH-10001578,165,1214.85,3,0.0,352.3065,417.47,Critical
IN-2012-12162,KB-16585,TEC-CO-10000208,558,1521.0,4,0.0,0.0,416.74,High
ES-2012-2510515,LH-17155,OFF-AP-10002330,515,2443.905,5,0.1,760.305,416.33,High
CA-2012-113404,EM-13810,FUR-CH-10003312,542,1348.704,6,0.2,-219.1644,415.69,Critical
IR-2013-8520,MZ-7515,TEC-EPS-10000053,919,1141.8,10,0.0,570.9,415.01,Critical
ID-2011-64599,CA-11965,TEC-PH-10000303,41,6998.64,11,0.0,2939.31,413.8,Medium
ES-2013-4632541,SC-20305,FUR-BO-10002708,975,1091.25,3,0.0,119.97,411.64,Critical
IN-2013-16964,KS-16300,FUR-BO-10001192,978,1320.624,4,0.1,484.224,410.88,Critical
IN-2011-76989,BG-11740,TEC-PH-10004664,191,2555.64,4,0.0,664.44,410.22,High
CA-2013-147417,CB-12415,TEC-CO-10001449,912,1439.976,4,0.4,191.9968,408.79,Critical
IN-2013-13891,JL-15835,TEC-PH-10003002,911,5211.12,8,0.0,833.76,404.97,Medium
IN-2013-71585,BF-11080,FUR-CH-10000974,1041,1704.996,4,0.1,378.876,403.46,Critical
IN-2013-48184,NM-18445,FUR-CH-10003616,866,1381.32,3,0.0,593.91,403.15,Critical
IT-2011-4771701,TW-21025,FUR-BO-10004999,252,1181.547,3,0.1,498.807,401.25,Critical
IT-2011-2876489,RB-19330,FUR-CH-10000479,165,1696.248,4,0.1,734.928,401.13,High
EG-2012-4640,JR-5670,TEC-NOK-10001283,435,1274.7,2,0.0,140.16,399.96,Critical
MX-2011-138002,MD-17350,OFF-AP-10000407,301,3172.14,9,0.0,856.44,399.85,Medium
ES-2012-5113958,EB-13840,OFF-AP-10004512,557,3979.29,7,0.0,1989.54,398.5,Medium
AJ-2013-2640,JL-5835,FUR-BAR-10004434,732,2058.0,4,0.0,946.68,393.62,High
IN-2011-67651,EP-13915,FUR-BO-10002444,135,2539.8765,7,0.07,709.9365,393.58,High
IT-2011-3528798,CM-12655,TEC-MA-10004772,297,1320.0075,5,0.15,357.1575,390.2,Critical
CA-2012-137113,TW-21025,FUR-TA-10001705,679,1913.4,9,0.0,401.814,386.21,High
US-2011-161760,JH-16180,TEC-PH-10000169,342,2300.616,9,0.4,38.196,386.0,High
EG-2013-4530,MT-8070,FUR-SAU-10004653,745,2615.94,6,0.0,1072.44,384.41,Critical
IN-2011-51964,AB-10105,TEC-CO-10002526,348,1066.68,3,0.0,394.65,383.68,Critical
CA-2013-122903,LA-16780,FUR-CH-10002024,853,3504.9,5,0.0,700.98,383.35,High
LT-2011-270,CV-2805,TEC-NOK-10004339,112,2544.6,4,0.0,814.2,383.01,High
IN-2011-86278,NH-18610,FUR-TA-10000022,267,3694.68,4,0.0,886.68,382.77,High
ID-2013-17055,HJ-14875,FUR-TA-10002153,941,2214.849,7,0.3,-221.571,382.1,Critical
MX-2013-151764,JL-15175,FUR-CH-10000843,969,1236.48,4,0.0,111.28,381.22,Critical
US-2011-106992,SB-20290,TEC-MA-10000822,250,3059.982,3,0.4,-509.997,380.77,Medium
CA-2011-117639,MW-18235,OFF-BI-10003925,135,2715.93,7,0.0,1276.4871,378.83,High
ES-2012-4589770,MT-17815,TEC-MA-10004534,669,1593.648,7,0.15,-225.162,377.03,Critical
ES-2012-4621754,BH-11710,TEC-PH-10002623,548,2944.08,5,0.1,1112.13,376.58,High
ES-2011-1858721,SC-20845,FUR-BO-10003103,155,2056.05,5,0.0,390.6,372.5,High
MX-2012-168865,CY-12745,TEC-CO-10001818,601,2365.6592,10,0.002,18.8592,372.32,High
IN-2011-52279,HL-15040,TEC-CO-10002040,316,1336.356,7,0.4,44.436,371.74,Critical
IN-2012-14724,CT-11995,TEC-CO-10001654,566,3038.64,8,0.0,1245.84,371.51,High
ES-2013-3042991,CC-12370,OFF-AP-10002397,786,2698.65,9,0.0,890.46,369.98,High
LT-2013-3900,GR-4560,TEC-CAN-10001853,1068,3799.08,12,0.0,455.76,369.73,Medium
IN-2012-18518,TT-21070,FUR-CH-10001207,621,2756.34,6,0.0,413.28,369.4,High
IT-2012-4058325,PO-19195,TEC-PH-10002597,562,983.88,8,0.1,-11.16,369.17,Critical
IN-2012-42220,ED-13885,FUR-CH-10003232,619,1719.807,5,0.27,117.657,368.44,High
IT-2011-3270900,AW-10840,TEC-CO-10000556,321,1440.84,8,0.5,-1268.04,367.35,Critical
IN-2011-28087,DP-13105,FUR-CH-10003232,294,2544.372,6,0.1,621.792,366.89,Critical
CA-2012-123113,AT-10735,OFF-AP-10000275,671,2625.12,8,0.0,735.0336,366.72,Medium
RO-2012-9480,SG-10605,TEC-HEW-10003460,684,1554.48,8,0.0,341.76,366.58,High
MX-2013-109981,BM-11785,TEC-PH-10004196,1041,1278.0,3,0.0,89.46,365.9,High
MX-2012-130351,FH-14365,TEC-PH-10002672,698,3474.08,8,0.0,625.28,365.65,High
MX-2012-135076,DK-13375,TEC-PH-10000106,600,2550.0,6,0.0,357.0,365.2,Medium
CA-2013-114972,PF-19225,OFF-AP-10003057,1012,1101.48,4,0.0,429.5772,364.76,Critical
CA-2013-146633,TG-21310,OFF-BI-10003527,1024,1016.792,1,0.2,381.297,363.87,Critical
CA-2013-110499,YC-21895,TEC-CO-10002095,805,1199.976,3,0.2,374.9925,363.78,High
TU-2012-2690,SF-10200,TEC-SAM-10000345,488,934.248,14,0.6,-1331.652,363.73,High
CM-2012-6440,BP-1230,OFF-HOO-10000335,691,1840.68,6,0.0,496.98,359.58,Critical
ES-2011-5287434,SA-20830,FUR-BO-10004129,87,2624.04,6,0.0,446.04,359.28,High
IN-2012-79439,EM-13810,FUR-BO-10001372,384,3076.5,7,0.0,215.25,359.27,Medium
IN-2013-58929,CS-12175,TEC-PH-10004664,854,3181.7718,6,0.17,344.9718,359.09,Medium
IT-2012-2646674,JD-16060,OFF-ST-10004597,585,1392.633,11,0.1,-139.557,358.96,Critical
IN-2011-63577,GH-14665,FUR-CH-10001664,159,1296.24,8,0.0,285.12,358.85,Critical
MX-2011-150973,JB-16000,TEC-PH-10004196,287,1278.0,3,0.0,89.46,358.18,Critical
ID-2012-83604,PO-19195,FUR-BO-10002866,584,1582.2,6,0.4,-870.3,357.21,Critical
IN-2013-81112,TS-21205,FUR-TA-10001276,918,1512.0,6,0.0,498.96,356.84,Critical
CA-2013-147368,TC-21295,TEC-MA-10002178,866,695.7,2,0.5,-27.828,356.68,Critical
CA-2012-147830,NF-18385,TEC-AC-10002049,693,2025.36,6,0.2,607.608,355.61,High
ES-2012-1439357,BD-11560,FUR-CH-10000685,403,2285.7,5,0.0,845.7,355.06,High
IN-2013-50809,CA-12775,TEC-PH-10000169,868,5751.54,9,0.0,2817.99,353.85,Medium
ES-2013-1211534,CD-12790,FUR-BO-10001553,965,2442.069,7,0.1,-244.251,353.57,High
IN-2011-26176,KB-16600,FUR-BO-10001934,218,3274.02,9,0.0,261.9,351.08,Medium
CA-2012-102491,KW-16435,TEC-MA-10000864,580,3080.0,7,0.0,1416.8,351.01,High
ID-2013-57949,AM-10705,TEC-CO-10001419,869,1479.3138,6,0.07,-63.6462,350.31,High
US-2012-128587,HM-14860,TEC-CO-10003763,702,4899.93,7,0.0,2302.9671,350.09,Medium
AO-2011-1670,HZ-4950,FUR-IKE-10001539,8,2478.6,6,0.0,49.5,349.87,High
CA-2013-118689,TC-20980,TEC-CO-10004722,981,17499.95,5,0.0,8399.976,349.07,Medium
IN-2013-42535,EM-13825,TEC-CO-10002376,916,959.76,3,0.0,460.62,348.48,Critical
CA-2012-124891,RH-19495,FUR-TA-10002903,556,1090.782,7,0.4,-290.8752,348.18,Critical
MX-2011-158204,DV-13465,FUR-BO-10000567,259,2325.28,8,0.0,511.52,347.82,High
IT-2011-3316894,PC-19000,OFF-ST-10001758,93,1523.664,8,0.1,-50.976,345.81,High
US-2013-138408,KC-16255,TEC-AC-10003870,1027,1319.96,4,0.0,527.984,345.77,Critical
RO-2012-8470,DB-3660,FUR-OFF-10001224,573,1391.52,8,0.0,69.36,344.5,Critical
CA-2012-111514,SC-20260,FUR-BO-10002545,587,1552.831,7,0.15,200.9546,343.97,High
MX-2012-157987,BG-11740,OFF-AP-10004913,563,2461.06,7,0.0,566.02,343.81,High
CA-2011-139892,BM-11140,TEC-MA-10000822,239,8159.952,8,0.4,-1359.992,342.11,Medium
IN-2012-45825,KB-16315,TEC-MA-10002392,565,1226.19,7,0.0,612.99,340.09,Critical
ID-2013-58642,PK-19075,FUR-TA-10003222,760,1809.255,5,0.3,-258.495,339.47,High
ID-2012-65411,CS-12175,TEC-AC-10000639,544,1863.0,8,0.1,393.24,339.06,High
CA-2011-144624,JM-15865,TEC-PH-10002885,310,4548.81,7,0.0,1228.1787,338.56,High
ES-2012-4108483,SJ-20500,FUR-TA-10003354,514,2364.102,4,0.35,-218.298,338.1,Medium
ES-2013-5810502,DM-12955,TEC-CO-10003800,1069,1946.313,6,0.15,114.453,337.93,High
IT-2012-3796476,CC-12610,OFF-AP-10001527,365,2283.714,9,0.1,-0.216,337.07,High
CG-2012-8310,BW-1065,TEC-SAM-10004940,508,2549.76,4,0.0,1172.88,336.65,Medium
ES-2012-4272278,TG-21640,OFF-AP-10001169,661,2489.4,9,0.0,273.78,335.95,High
CA-2013-107104,MS-17365,FUR-BO-10002213,1035,3406.664,8,0.15,160.3136,335.64,Medium
CA-2012-156104,NP-18685,TEC-CO-10002095,684,999.98,2,0.0,449.991,334.26,Critical
ID-2013-12295,SN-20560,TEC-PH-10002991,962,3499.155,11,0.5,-3009.435,333.1,Medium
ID-2013-10636,CD-12280,FUR-TA-10000989,716,2993.025,5,0.3,726.825,333.06,Medium
ES-2012-5464624,BG-11035,TEC-MA-10004609,539,1245.0,4,0.0,161.76,332.96,Critical
IN-2011-23530,AS-10285,FUR-CH-10004694,300,969.36,7,0.0,348.81,330.01,Critical
MX-2013-154886,CM-12715,FUR-CH-10004669,951,976.96,4,0.2,232.0,328.66,Critical
IN-2013-36963,VG-21805,FUR-BO-10001196,1061,731.34,2,0.0,175.5,328.35,Critical
ES-2012-3954494,GG-14650,TEC-CO-10000556,685,1224.714,4,0.15,-129.726,326.27,High
ID-2012-79551,BN-11470,TEC-PH-10002601,703,2667.537,5,0.17,-417.813,326.27,Medium
ES-2013-2757712,EM-14065,TEC-PH-10002759,841,2605.92,4,0.0,1042.32,326.05,High
IR-2013-1770,BS-1665,OFF-ROG-10001735,873,2962.68,14,0.0,207.06,325.93,Medium
ES-2012-5967582,CK-12205,TEC-CO-10001413,493,1513.56,4,0.0,741.6,325.45,Critical
ES-2013-1215823,JD-16150,FUR-BO-10003103,934,1233.63,3,0.0,234.36,325.32,Critical
UP-2011-5440,CC-2550,FUR-LES-10002026,147,855.15,1,0.0,384.81,325.04,Critical
IT-2011-1646767,MS-17830,TEC-MA-10001777,186,956.34,4,0.1,-95.7,324.98,Critical
CA-2011-122931,SM-20950,OFF-ST-10004459,260,1801.632,6,0.2,-337.806,324.93,High
ES-2011-3805636,GT-14710,FUR-CH-10004462,278,1838.52,5,0.2,160.77,324.09,Low
IN-2011-40155,CL-12700,TEC-PH-10000499,305,4498.83,7,0.0,674.73,323.75,Medium
IN-2012-72964,JC-15775,FUR-CH-10000660,386,819.936,2,0.1,191.316,320.92,Critical
MX-2011-146584,HL-15040,FUR-TA-10001285,21,2797.248,6,0.2,-0.072,320.38,Low
MX-2012-144848,LH-16900,OFF-ST-10003741,559,1455.08,11,0.0,261.8,320.29,Medium
IN-2012-26274,BT-11530,FUR-TA-10001116,406,5451.3,6,0.0,327.06,320.27,Medium
IR-2012-660,BM-1650,TEC-MOT-10002272,507,1291.08,2,0.0,296.94,319.58,Critical
IN-2011-44901,MG-18205,TEC-CO-10004997,53,1526.52,4,0.0,732.72,319.53,High
MX-2013-123463,FC-14245,FUR-CH-10002780,906,1869.72,6,0.0,205.56,318.17,Low
MX-2013-165064,TT-21220,FUR-BO-10004558,795,1815.24,7,0.0,471.94,318.08,High
MX-2013-141474,PB-18805,TEC-PH-10000106,1008,2125.0,5,0.0,297.5,316.76,Low
CM-2012-6440,BP-1230,TEC-MEM-10002005,691,976.08,4,0.0,292.8,316.66,Critical
IN-2013-20177,RW-19690,TEC-CO-10003342,829,1266.36,4,0.0,265.92,316.59,High
ZA-2011-8980,DB-3360,FUR-BEV-10004919,239,2134.44,4,0.0,682.92,315.57,Critical
ES-2012-2183106,DK-13150,TEC-CO-10003342,457,4748.436,14,0.1,844.116,315.29,Medium
SF-2013-9730,RW-9540,TEC-OKI-10001385,1008,1867.5,6,0.0,242.64,314.81,High
IN-2011-74490,PS-19045,FUR-CH-10003009,102,1001.7,6,0.0,250.38,314.7,High
CA-2012-102281,MP-17470,FUR-BO-10002613,629,899.136,4,0.2,112.392,314.38,Critical
